"session_i","session_j","run_i","run_j","component","PLV"
14,18,1,2,6,0.146208726209954
14,18,2,1,6,0.0965851890151026
14,18,2,2,6,0.178150728015086
14,19,1,1,6,0.196600852794559
14,19,1,2,6,0.144494612420781
14,19,2,1,6,0.166704514319091
14,19,2,2,6,0.3076420626959
15,1,1,1,6,0.1460124933635
15,1,1,2,6,0.227641641334283
15,1,2,1,6,0.0533158812871136
15,1,2,2,6,0.111018164457532
15,2,1,1,6,0.283629070296104
15,2,1,2,6,0.241766026884692
15,2,2,1,6,0.077032982944559
15,2,2,2,6,0.0926218259511324
15,3,1,1,6,0.0264115671275753
15,3,1,2,6,0.244217310564487
15,3,2,1,6,0.125670106165946
15,3,2,2,6,0.277480696666064
15,4,1,1,6,0.0497922148113748
15,4,1,2,6,0.101236581193733
15,4,2,1,6,0.204070555905405
15,4,2,2,6,0.238005584426518
15,5,1,1,6,0.0905865441580846
15,5,1,2,6,0.157775994758967
15,5,2,1,6,0.143716817771769
15,5,2,2,6,0.0596806976871933
15,6,1,1,6,0.0709996561969694
15,6,1,2,6,0.0872420216431873
15,6,2,1,6,0.204531874278106
15,6,2,2,6,0.198363608266911
15,7,1,1,6,0.0930415508156927
15,7,1,2,6,0.0863589008135158
15,7,2,1,6,0.203780693890559
15,7,2,2,6,0.144792727026911
15,8,1,1,6,0.148567912463345
15,8,1,2,6,0.0125809820977499
15,8,2,1,6,0.107693705407473
15,8,2,2,6,0.129912976300645
15,9,1,1,6,0.135308363351211
15,9,1,2,6,0.173142354858946
15,9,2,1,6,0.134575799387294
15,9,2,2,6,0.168885356872938
15,10,1,1,6,0.135559621618445
15,10,1,2,6,0.0609247760335187
15,10,2,1,6,0.111788548670155
15,10,2,2,6,0.157087510459649
15,11,1,1,6,0.2636918395758
15,11,1,2,6,0.135320618283519
15,11,2,1,6,0.235134804920327
15,11,2,2,6,0.205400697326118
15,12,1,1,6,0.0553714817656351
15,12,1,2,6,0.0558826397464999
15,12,2,1,6,0.156445925349271
15,12,2,2,6,0.214388921880573
15,13,1,1,6,0.299049681854952
15,13,1,2,6,0.345041955198683
15,13,2,1,6,0.255034594966798
15,13,2,2,6,0.215929117803121
15,14,1,1,6,0.248411736368552
15,14,1,2,6,0.0737500573620358
15,14,2,1,6,0.187213949708362
15,14,2,2,6,0.129405218822976
15,15,1,1,6,0.177390901632651
15,15,1,2,6,0.0336447797790734
15,15,2,1,6,0.185489171169679
15,15,2,2,6,0.099066796866721
15,16,1,1,6,0.0709385351416806
15,16,1,2,6,0.27868098331526
15,16,2,1,6,0.0952636321534833
15,16,2,2,6,0.0414851219685242
15,17,1,1,6,0.185956048941986
15,17,1,2,6,0.21168639176973
15,17,2,1,6,0.0807969596582545
15,17,2,2,6,0.330298077139273
15,18,1,1,6,0.0460927272751649
15,18,1,2,6,0.146928636680571
15,18,2,1,6,0.148357165502384
15,18,2,2,6,0.0745810419018053
15,19,1,1,6,0.18277257932409
15,19,1,2,6,0.091832763717917
15,19,2,1,6,0.154161135938193
15,19,2,2,6,0.0884054966873122
16,1,1,1,6,0.0810600311304358
16,1,1,2,6,0.236756978841084
16,1,2,1,6,0.105061482768762
16,1,2,2,6,0.348307582706933
16,2,1,1,6,0.252349751318281
16,2,1,2,6,0.120675866548679
16,2,2,1,6,0.151308525271982
16,2,2,2,6,0.237243337717652
16,3,1,1,6,0.180468555521762
16,3,1,2,6,0.184608597482999
16,3,2,1,6,0.174944433545641
16,3,2,2,6,0.138645426901202
16,4,1,1,6,0.174157056759762
16,4,1,2,6,0.218027491006741
16,4,2,1,6,0.131051760543124
16,4,2,2,6,0.0446788223342017
16,5,1,1,6,0.26841286876483
16,5,1,2,6,0.226990911296938
16,5,2,1,6,0.186348678538272
16,5,2,2,6,0.00295747042741625
16,6,1,1,6,0.28213112882227
16,6,1,2,6,0.0534099047365727
16,6,2,1,6,0.179718476202032
16,6,2,2,6,0.179632434793113
16,7,1,1,6,0.207147033296459
16,7,1,2,6,0.0439815615875133
16,7,2,1,6,0.147871460539987
16,7,2,2,6,0.0234030754188518
16,8,1,1,6,0.0868114390962338
16,8,1,2,6,0.101948328614658
16,8,2,1,6,0.0916248495271553
16,8,2,2,6,0.195109292133709
16,9,1,1,6,0.155316119675483
16,9,1,2,6,0.110723167171837
16,9,2,1,6,0.124127979519539
16,9,2,2,6,0.189396936128818
16,10,1,1,6,0.132942387928439
16,10,1,2,6,0.361813139634588
16,10,2,1,6,0.28428375848771
16,10,2,2,6,0.286728913949113
16,11,1,1,6,0.132679001578592
16,11,1,2,6,0.165266413163004
16,11,2,1,6,0.138445668917714
16,11,2,2,6,0.370449678976127
16,12,1,1,6,0.222308874685447
16,12,1,2,6,0.129985794839729
16,12,2,1,6,0.244123663756445
16,12,2,2,6,0.198542802482717
16,13,1,1,6,0.242871450421921
16,13,1,2,6,0.0973148352720263
16,13,2,1,6,0.132279939859858
16,13,2,2,6,0.341690606077201
16,14,1,1,6,0.076934431774147
16,14,1,2,6,0.24282993717625
16,14,2,1,6,0.0737378859337797
16,14,2,2,6,0.0525387226696287
16,15,1,1,6,0.161053160552026
16,15,1,2,6,0.336781389280099
16,15,2,1,6,0.281466307366616
16,15,2,2,6,0.0984729595375742
16,16,1,1,6,0.166768275335904
16,16,1,2,6,0.156693675305304
16,16,2,1,6,0.165576714950281
16,16,2,2,6,0.180865173043928
16,17,1,1,6,0.0757647832231887
16,17,1,2,6,0.159817401526064
16,17,2,1,6,0.207422743974431
16,17,2,2,6,0.0631704524722823
16,18,1,1,6,0.184768299352548
16,18,1,2,6,0.128072948433949
16,18,2,1,6,0.134061366529979
16,18,2,2,6,0.17550816050963
16,19,1,1,6,0.167276489965533
16,19,1,2,6,0.0504249557593993
16,19,2,1,6,0.155373537198312
16,19,2,2,6,0.198565245370356
17,1,1,1,6,0.241660977717932
17,1,1,2,6,0.1070119607607
17,1,2,1,6,0.0872792090120104
17,1,2,2,6,0.0677674438579457
17,2,1,1,6,0.0897575778183387
17,2,1,2,6,0.198368590760595
17,2,2,1,6,0.169333778969362
17,2,2,2,6,0.0932124239687147
17,3,1,1,6,0.0878712358906605
17,3,1,2,6,0.0926741378452463
17,3,2,1,6,0.129523407867996
17,3,2,2,6,0.2386603906461
17,4,1,1,6,0.0376245625065665
17,4,1,2,6,0.248855988962446
17,4,2,1,6,0.213846886904053
17,4,2,2,6,0.0448617648330224
17,5,1,1,6,0.0921847029606876
17,5,1,2,6,0.0297987226823987
17,5,2,1,6,0.126171903368035
17,5,2,2,6,0.0625913560318234
17,6,1,1,6,0.150258718238685
17,6,1,2,6,0.17797569373206
17,6,2,1,6,0.279607183695565
17,6,2,2,6,0.148191987411232
17,7,1,1,6,0.0402952802770955
17,7,1,2,6,0.0815426810121073
17,7,2,1,6,0.0540421758363827
17,7,2,2,6,0.130669741191282
17,8,1,1,6,0.140246358841543
17,8,1,2,6,0.078188526012014
17,8,2,1,6,0.0316130630792027
17,8,2,2,6,0.295597626493599
17,9,1,1,6,0.160900265117384
17,9,1,2,6,0.158800826228329
17,9,2,1,6,0.0393151401799336
17,9,2,2,6,0.0278328627870538
17,10,1,1,6,0.107326193238567
17,10,1,2,6,0.135092104555905
17,10,2,1,6,0.422640313513471
17,10,2,2,6,0.248951630519594
17,11,1,1,6,0.25513197945581
17,11,1,2,6,0.270299887463864
17,11,2,1,6,0.294609959762431
17,11,2,2,6,0.161220060009026
17,12,1,1,6,0.2189088495217
17,12,1,2,6,0.283131868693776
17,12,2,1,6,0.14765990067395
17,12,2,2,6,0.160627257199673
17,13,1,1,6,0.202862802961472
17,13,1,2,6,0.0913890162818674
17,13,2,1,6,0.126401810875735
17,13,2,2,6,0.214639123736008
17,14,1,1,6,0.352855496714903
17,14,1,2,6,0.145208642782317
17,14,2,1,6,0.0462317898168469
17,14,2,2,6,0.0823263677711563
17,15,1,1,6,0.296124669795976
17,15,1,2,6,0.219713513786929
17,15,2,1,6,0.148491132738884
17,15,2,2,6,0.0474049328097817
17,16,1,1,6,0.321065807845912
17,16,1,2,6,0.167334321474393
17,16,2,1,6,0.230196342550412
17,16,2,2,6,0.0906541583283791
17,17,1,1,6,0.181885148756462
17,17,1,2,6,0.290983854682115
17,17,2,1,6,0.295361843129202
17,17,2,2,6,0.0638185949074597
17,18,1,1,6,0.211497674775963
17,18,1,2,6,0.078611882057801
17,18,2,1,6,0.0951525796985216
17,18,2,2,6,0.230078097674576
17,19,1,1,6,0.274313471335388
17,19,1,2,6,0.197145350281857
17,19,2,1,6,0.0595763528578834
17,19,2,2,6,0.291106040387737
18,1,1,1,6,0.240274204832801
18,1,1,2,6,0.213421661744139
18,1,2,1,6,0.217302013039929
18,1,2,2,6,0.0959658563360119
18,2,1,1,6,0.210528729092053
18,2,1,2,6,0.224443414798857
18,2,2,1,6,0.133209869117628
18,2,2,2,6,0.202596124060933
18,3,1,1,6,0.141661223535695
18,3,1,2,6,0.11938379252698
18,3,2,1,6,0.0448824719111816
18,3,2,2,6,0.173141043525666
18,4,1,1,6,0.19331599084974
18,4,1,2,6,0.326459826750735
18,4,2,1,6,0.0823950461629155
18,4,2,2,6,0.247543744488135
18,5,1,1,6,0.16483380537102
18,5,1,2,6,0.107520845114791
18,5,2,1,6,0.0497880716063243
18,5,2,2,6,0.115252704478044
18,6,1,1,6,0.194958060218
18,6,1,2,6,0.0296814909305748
18,6,2,1,6,0.129201991656707
18,6,2,2,6,0.123904822507709
18,7,1,1,6,0.0935991569659425
18,7,1,2,6,0.0837896300640968
18,7,2,1,6,0.104298421792823
18,7,2,2,6,0.0362105329877226
18,8,1,1,6,0.128879061317806
18,8,1,2,6,0.146324367443577
18,8,2,1,6,0.220848059868006
18,8,2,2,6,0.0689014896919992
18,9,1,1,6,0.267218102775463
18,9,1,2,6,0.0919878707875423
18,9,2,1,6,0.142920123456232
18,9,2,2,6,0.243422627959271
18,10,1,1,6,0.112506224359351
18,10,1,2,6,0.291262995993179
18,10,2,1,6,0.10795126985111
18,10,2,2,6,0.0854184868591388
18,11,1,1,6,0.127445447095287
18,11,1,2,6,0.181841522536584
18,11,2,1,6,0.316387407297398
18,11,2,2,6,0.300157562437163
18,12,1,1,6,0.322580809391059
18,12,1,2,6,0.196657532818059
18,12,2,1,6,0.204978469330908
18,12,2,2,6,0.296596931440328
18,13,1,1,6,0.232497303564087
18,13,1,2,6,0.110307762474608
18,13,2,1,6,0.180047245473255
18,13,2,2,6,0.198486388955593
18,14,1,1,6,0.216941895653443
18,14,1,2,6,0.267130682865693
18,14,2,1,6,0.310902771193124
18,14,2,2,6,0.143471847262758
18,15,1,1,6,0.210780186041406
18,15,1,2,6,0.331295432733036
18,15,2,1,6,0.302626242562296
18,15,2,2,6,0.165961571431544
18,16,1,1,6,0.291940975470698
18,16,1,2,6,0.226274359622585
18,16,2,1,6,0.191691589439412
18,16,2,2,6,0.126275991466458
18,17,1,1,6,0.0634333762669879
18,17,1,2,6,0.190106850857789
18,17,2,1,6,0.0650044910404082
18,17,2,2,6,0.330277814452298
18,18,1,1,6,0.276204527631335
18,18,1,2,6,0.0728163295736473
18,18,2,1,6,0.242494162295852
18,18,2,2,6,0.0695035936275207
18,19,1,1,6,0.161845901705521
18,19,1,2,6,0.198201204223027
18,19,2,1,6,0.266462325552658
18,19,2,2,6,0.22206847563478
19,1,1,1,6,0.284314967649825
19,1,1,2,6,0.219263379953157
19,1,2,1,6,0.247883757464936
19,1,2,2,6,0.0342607971052135
19,2,1,1,6,0.00990862824013128
19,2,1,2,6,0.207448419699945
19,2,2,1,6,0.159006756847823
19,2,2,2,6,0.150441190397913
19,3,1,1,6,0.0572864067107555
19,3,1,2,6,0.108337569430137
19,3,2,1,6,0.052706539226147
19,3,2,2,6,0.149212827468262
19,4,1,1,6,0.1098911090509
19,4,1,2,6,0.264614556583496
19,4,2,1,6,0.123096027335442
19,4,2,2,6,0.278217808204181
19,5,1,1,6,0.0810989719127986
19,5,1,2,6,0.0907332703803211
19,5,2,1,6,0.301938642434662
19,5,2,2,6,0.254923541766296
19,6,1,1,6,0.0931855949837478
19,6,1,2,6,0.074623115708923
19,6,2,1,6,0.164339274328358
19,6,2,2,6,0.19017454122654
19,7,1,1,6,0.0616406607059044
19,7,1,2,6,0.111463543311094
19,7,2,1,6,0.0949078292532073
19,7,2,2,6,0.101940000363794
19,8,1,1,6,0.109516745604358
19,8,1,2,6,0.0550719497794481
19,8,2,1,6,0.246144230135948
19,8,2,2,6,0.0686498122961159
19,9,1,1,6,0.300388524696233
19,9,1,2,6,0.123123273114465
19,9,2,1,6,0.221822643125446
19,9,2,2,6,0.0766835190795211
19,10,1,1,6,0.113246969368887
19,10,1,2,6,0.198317438347573
19,10,2,1,6,0.219834419264737
19,10,2,2,6,0.270156862246213
19,11,1,1,6,0.21698961429527
19,11,1,2,6,0.254176203712613
19,11,2,1,6,0.213084644887923
19,11,2,2,6,0.244548061551395
19,12,1,1,6,0.308496459519919
19,12,1,2,6,0.312181916353559
19,12,2,1,6,0.224203699068569
19,12,2,2,6,0.212062766843799
19,13,1,1,6,0.16917816222742
19,13,1,2,6,0.0412652012192756
19,13,2,1,6,0.125832894550285
19,13,2,2,6,0.0496235142926323
19,14,1,1,6,0.255977529112145
19,14,1,2,6,0.236238641127452
19,14,2,1,6,0.205435757912232
19,14,2,2,6,0.124825779324168
19,15,1,1,6,0.306821320813974
19,15,1,2,6,0.256372287750379
19,15,2,1,6,0.43247823382596
19,15,2,2,6,0.185179480608045
19,16,1,1,6,0.36673089904098
19,16,1,2,6,0.276323601969785
19,16,2,1,6,0.388425178300391
19,16,2,2,6,0.176062160378085
19,17,1,1,6,0.225891256612247
19,17,1,2,6,0.0872350179506107
19,17,2,1,6,0.13499692530582
19,17,2,2,6,0.180714527183395
19,18,1,1,6,0.283885023735912
19,18,1,2,6,0.114319203836699
19,18,2,1,6,0.277438946274451
19,18,2,2,6,0.317033702670473
19,19,1,1,6,0.266422802654954
19,19,1,2,6,0.154141740196566
19,19,2,1,6,0.149562466943565
19,19,2,2,6,0.341854649101798
1,1,1,1,7,0.193175807459108
1,1,1,2,7,0.131759235408884
1,1,2,1,7,0.109834468412595
1,1,2,2,7,0.155693355971648
1,2,1,1,7,0.0272301062943642
1,2,1,2,7,0.144846058765943
1,2,2,1,7,0.178283897913747
1,2,2,2,7,0.0978162405472537
1,3,1,1,7,0.31947607166745
1,3,1,2,7,0.297687545598755
1,3,2,1,7,0.0652194044930851
1,3,2,2,7,0.157346227782747
1,4,1,1,7,0.27941225782852
1,4,1,2,7,0.192759337518988
1,4,2,1,7,0.179394359459962
1,4,2,2,7,0.160239739123478
1,5,1,1,7,0.146530716171657
1,5,1,2,7,0.210570255567075
1,5,2,1,7,0.163412057586919
1,5,2,2,7,0.157110041784821
1,6,1,1,7,0.208868796886099
1,6,1,2,7,0.0855009721848773
1,6,2,1,7,0.116231162228715
1,6,2,2,7,0.0858160586470685
1,7,1,1,7,0.0187724788560889
1,7,1,2,7,0.376729367512635
1,7,2,1,7,0.200826325045853
1,7,2,2,7,0.389036898510604
1,8,1,1,7,0.0754921167955779
1,8,1,2,7,0.408813980668333
1,8,2,1,7,0.0952009242692038
1,8,2,2,7,0.501524002034319
1,9,1,1,7,0.0672073089512068
1,9,1,2,7,0.0203947426379412
1,9,2,1,7,0.020245662345364
1,9,2,2,7,0.0741803647879795
1,10,1,1,7,0.333009066703366
1,10,1,2,7,0.158683332902968
1,10,2,1,7,0.400826610219625
1,10,2,2,7,0.049466134587797
1,11,1,1,7,0.225284372312857
1,11,1,2,7,0.36616796765571
1,11,2,1,7,0.353528408180081
1,11,2,2,7,0.351380327172802
1,12,1,1,7,0.154309867188659
1,12,1,2,7,0.0630648575329084
1,12,2,1,7,0.388454413465607
1,12,2,2,7,0.224107826805846
1,13,1,1,7,0.311228064002579
1,13,1,2,7,0.032101799013071
1,13,2,1,7,0.325050854982532
1,13,2,2,7,0.256822582304208
1,14,1,1,7,0.150786499293132
1,14,1,2,7,0.0723913343748721
1,14,2,1,7,0.151293883217757
1,14,2,2,7,0.238232722681896
1,15,1,1,7,0.139538572469057
1,15,1,2,7,0.134319393208022
1,15,2,1,7,0.25826547471079
1,15,2,2,7,0.224468963837634
1,16,1,1,7,0.0981305867196472
1,16,1,2,7,0.113120454444406
1,16,2,1,7,0.088607024111246
1,16,2,2,7,0.0811295502963084
1,17,1,1,7,0.132324000649414
1,17,1,2,7,0.195578279392656
1,17,2,1,7,0.123465064179156
1,17,2,2,7,0.194538436139957
1,18,1,1,7,0.130221178433701
1,18,1,2,7,0.235120236425839
1,18,2,1,7,0.0692877690026878
1,18,2,2,7,0.202015359246357
1,19,1,1,7,0.237074562487027
1,19,1,2,7,0.107661104310619
1,19,2,1,7,0.348822247293794
1,19,2,2,7,0.077225659009355
2,1,1,1,7,0.325006017560034
2,1,1,2,7,0.132570305333388
2,1,2,1,7,0.235583925982996
2,1,2,2,7,0.0631440606835727
2,2,1,1,7,0.0311556025662819
2,2,1,2,7,0.192660087296907
2,2,2,1,7,0.0477194773954024
2,2,2,2,7,0.109686267356815
2,3,1,1,7,0.268387370585969
2,3,1,2,7,0.227783127929202
2,3,2,1,7,0.272115486170991
2,3,2,2,7,0.171704609209995
2,4,1,1,7,0.220966296686194
2,4,1,2,7,0.185664238799779
2,4,2,1,7,0.190426114968684
2,4,2,2,7,0.155374441512867
2,5,1,1,7,0.15020638153571
2,5,1,2,7,0.141153389048727
2,5,2,1,7,0.0492677962377816
2,5,2,2,7,0.0945509966447441
2,6,1,1,7,0.147102281162897
2,6,1,2,7,0.187994676124376
2,6,2,1,7,0.190198476631757
2,6,2,2,7,0.19682219443946
2,7,1,1,7,0.0494903687999037
2,7,1,2,7,0.32195065406831
2,7,2,1,7,0.052511040278326
2,7,2,2,7,0.239098920678683
2,8,1,1,7,0.105908392152589
2,8,1,2,7,0.454646736584145
2,8,2,1,7,0.11745877375094
2,8,2,2,7,0.437082039023225
2,9,1,1,7,0.196314505322837
2,9,1,2,7,0.0893144353589647
2,9,2,1,7,0.227665128213097
2,9,2,2,7,0.184698659323722
2,10,1,1,7,0.328960935428602
2,10,1,2,7,0.157160082710634
2,10,2,1,7,0.0350573348091174
2,10,2,2,7,0.16721336642977
2,11,1,1,7,0.246174056223839
2,11,1,2,7,0.474684250750074
2,11,2,1,7,0.132932766240555
2,11,2,2,7,0.383596340157991
2,12,1,1,7,0.135752228713006
2,12,1,2,7,0.178905675526357
2,12,2,1,7,0.12428649737697
2,12,2,2,7,0.139560545476847
2,13,1,1,7,0.206714612791662
2,13,1,2,7,0.107368509645148
2,13,2,1,7,0.0720909364201108
2,13,2,2,7,0.183271046305045
2,14,1,1,7,0.0956073232722213
2,14,1,2,7,0.12389093979114
2,14,2,1,7,0.278433139243143
2,14,2,2,7,0.276281051004388
2,15,1,1,7,0.168239763896095
2,15,1,2,7,0.147785734217873
2,15,2,1,7,0.29133890389841
2,15,2,2,7,0.158268013006286
2,16,1,1,7,0.0838957939220743
2,16,1,2,7,0.119685776186884
2,16,2,1,7,0.13385767279895
2,16,2,2,7,0.0678008475041711
2,17,1,1,7,0.145191310136859
2,17,1,2,7,0.176505162283225
2,17,2,1,7,0.227624844800758
2,17,2,2,7,0.0482004031544317
2,18,1,1,7,0.194756065956785
2,18,1,2,7,0.234918242543654
2,18,2,1,7,0.209805908991905
2,18,2,2,7,0.317596048905844
2,19,1,1,7,0.221147911198074
2,19,1,2,7,0.110718242163702
2,19,2,1,7,0.115625089209608
2,19,2,2,7,0.0110319488089661
3,1,1,1,7,0.212076670700898
3,1,1,2,7,0.103818499024168
3,1,2,1,7,0.158418844697014
3,1,2,2,7,0.147924685566209
3,2,1,1,7,0.220724385518729
3,2,1,2,7,0.210952935363987
3,2,2,1,7,0.14632663519189
3,2,2,2,7,0.0517521271660623
3,3,1,1,7,0.360172488715988
3,3,1,2,7,0.209631989943951
3,3,2,1,7,0.346047472750565
3,3,2,2,7,0.17812247366227
3,4,1,1,7,0.131733659556156
3,4,1,2,7,0.201883531490316
3,4,2,1,7,0.246832359060453
3,4,2,2,7,0.0904038165240363
3,5,1,1,7,0.0823297526244026
3,5,1,2,7,0.307895227695778
3,5,2,1,7,0.250089587407948
3,5,2,2,7,0.18398724624575
3,6,1,1,7,0.228780524646523
3,6,1,2,7,0.091035262691306
3,6,2,1,7,0.106853213715004
3,6,2,2,7,0.265784817918132
3,7,1,1,7,0.128359680101916
3,7,1,2,7,0.200176995336903
3,7,2,1,7,0.0786947294649736
3,7,2,2,7,0.396602574687964
3,8,1,1,7,0.076380253507047
3,8,1,2,7,0.0722835483844537
3,8,2,1,7,0.0639046875767394
3,8,2,2,7,0.305564497953359
3,9,1,1,7,0.0708887291361805
3,9,1,2,7,0.0831815297627009
3,9,2,1,7,0.151119989425275
3,9,2,2,7,0.231868452310061
3,10,1,1,7,0.205415425839752
3,10,1,2,7,0.103312704566923
3,10,2,1,7,0.097256402131126
3,10,2,2,7,0.0873109217988389
3,11,1,1,7,0.0825988784627045
3,11,1,2,7,0.248972185861932
3,11,2,1,7,0.156901805211312
3,11,2,2,7,0.0800440707304808
3,12,1,1,7,0.118182848233631
3,12,1,2,7,0.160055808334118
3,12,2,1,7,0.231977435573753
3,12,2,2,7,0.18121896963155
3,13,1,1,7,0.239431083891548
3,13,1,2,7,0.327792124317306
3,13,2,1,7,0.424380791104223
3,13,2,2,7,0.0824548645393819
3,14,1,1,7,0.0549380036602053
3,14,1,2,7,0.186044064444221
3,14,2,1,7,0.279119001033211
3,14,2,2,7,0.0731206803339237
3,15,1,1,7,0.209665679166919
3,15,1,2,7,0.191670035649121
3,15,2,1,7,0.33358564640145
3,15,2,2,7,0.0983124866852311
3,16,1,1,7,0.180152632886268
3,16,1,2,7,0.132246689083167
3,16,2,1,7,0.187943703382362
3,16,2,2,7,0.0812766259689353
3,17,1,1,7,0.0964358690591168
3,17,1,2,7,0.256790309531475
3,17,2,1,7,0.133715324286362
3,17,2,2,7,0.157913057480603
3,18,1,1,7,0.0839074352282696
3,18,1,2,7,0.103731378059381
3,18,2,1,7,0.041994345321568
3,18,2,2,7,0.119212232231265
3,19,1,1,7,0.187547271875288
3,19,1,2,7,0.0549331532723589
3,19,2,1,7,0.166310402683453
3,19,2,2,7,0.22742579399782
4,1,1,1,7,0.155952335481495
4,1,1,2,7,0.12901575365466
4,1,2,1,7,0.134240224182925
4,1,2,2,7,0.184853766350309
4,2,1,1,7,0.244020292208879
4,2,1,2,7,0.166952599009483
4,2,2,1,7,0.233323842467292
4,2,2,2,7,0.18646983127521
4,3,1,1,7,0.416988247122323
4,3,1,2,7,0.270138832061476
4,3,2,1,7,0.351478932160948
4,3,2,2,7,0.207868537792822
4,4,1,1,7,0.0254957639452412
4,4,1,2,7,0.215582523450655
4,4,2,1,7,0.0921005136903149
4,4,2,2,7,0.241833662577609
4,5,1,1,7,0.026703753557589
4,5,1,2,7,0.19356018983095
4,5,2,1,7,0.17382463419494
4,5,2,2,7,0.255517584456911
4,6,1,1,7,0.261979374655556
4,6,1,2,7,0.0936456981531847
4,6,2,1,7,0.10228336709388
4,6,2,2,7,0.0977097934405544
4,7,1,1,7,0.113338121503666
4,7,1,2,7,0.101678470272779
4,7,2,1,7,0.130752887981604
4,7,2,2,7,0.289216014498349
4,8,1,1,7,0.116638363875727
4,8,1,2,7,0.174192091816148
4,8,2,1,7,0.179316698682731
4,8,2,2,7,0.224930714133755
4,9,1,1,7,0.101274067152912
4,9,1,2,7,0.0342680250599108
4,9,2,1,7,0.133093843129646
4,9,2,2,7,0.156829808449794
4,10,1,1,7,0.120646719200262
4,10,1,2,7,0.0847538359240527
4,10,2,1,7,0.15775219777591
4,10,2,2,7,0.112141041849224
4,11,1,1,7,0.152695976833222
4,11,1,2,7,0.216380959698421
4,11,2,1,7,0.210689514762969
4,11,2,2,7,0.0295344838211535
4,12,1,1,7,0.146668932349032
4,12,1,2,7,0.180497987670387
4,12,2,1,7,0.0970493046706233
4,12,2,2,7,0.0962120203318594
4,13,1,1,7,0.167329949794789
4,13,1,2,7,0.438422264508886
4,13,2,1,7,0.260911981292647
4,13,2,2,7,0.224375248990474
4,14,1,1,7,0.067632919518526
4,14,1,2,7,0.260413996399628
4,14,2,1,7,0.109821204470382
4,14,2,2,7,0.100128699629566
4,15,1,1,7,0.217374551744991
4,15,1,2,7,0.225433266338709
4,15,2,1,7,0.233150571856737
4,15,2,2,7,0.227285281531769
4,16,1,1,7,0.148032201549944
4,16,1,2,7,0.251112366207726
4,16,2,1,7,0.168578066209281
4,16,2,2,7,0.151348222243042
4,17,1,1,7,0.103514270100818
4,17,1,2,7,0.217298881707285
4,17,2,1,7,0.0625979857525431
4,17,2,2,7,0.228505874903256
4,18,1,1,7,0.112009935686891
4,18,1,2,7,0.127566591064732
4,18,2,1,7,0.192272608384594
4,18,2,2,7,0.0658731294706062
4,19,1,1,7,0.203000866522491
4,19,1,2,7,0.0790238354484636
4,19,2,1,7,0.290889744508558
4,19,2,2,7,0.0344421391317003
5,1,1,1,7,0.178534199750409
5,1,1,2,7,0.0289918017449075
5,1,2,1,7,0.0792140924120757
5,1,2,2,7,0.180917422961623
5,2,1,1,7,0.113701258468373
5,2,1,2,7,0.134094942929434
5,2,2,1,7,0.0882146882637325
5,2,2,2,7,0.0799171019815126
5,3,1,1,7,0.328834987700137
5,3,1,2,7,0.101063820635099
5,3,2,1,7,0.132901392507421
5,3,2,2,7,0.241227789012114
5,4,1,1,7,0.187308481589594
5,4,1,2,7,0.13408811504895
5,4,2,1,7,0.0790222821404079
5,4,2,2,7,0.21988205148215
5,5,1,1,7,0.178811188085164
5,5,1,2,7,0.0450185862454697
5,5,2,1,7,0.0347408675685625
5,5,2,2,7,0.211951059651718
5,6,1,1,7,0.109172750816962
5,6,1,2,7,0.170796465675536
5,6,2,1,7,0.255443011350084
5,6,2,2,7,0.0940808323415979
5,7,1,1,7,0.0768461483565741
5,7,1,2,7,0.326953857075956
5,7,2,1,7,0.159489078355174
5,7,2,2,7,0.22169922039028
5,8,1,1,7,0.053545628049884
5,8,1,2,7,0.475016960409433
5,8,2,1,7,0.278479468364579
5,8,2,2,7,0.284723922894017
5,9,1,1,7,0.205539471782102
5,9,1,2,7,0.0941469014348597
5,9,2,1,7,0.151681991707058
5,9,2,2,7,0.063733727313674
5,10,1,1,7,0.234149215098472
5,10,1,2,7,0.0910051816141445
5,10,2,1,7,0.0290705678840188
5,10,2,2,7,0.0191175618220081
5,11,1,1,7,0.236414505632014
5,11,1,2,7,0.498362537888593
5,11,2,1,7,0.230568634545447
5,11,2,2,7,0.125330918655757
5,12,1,1,7,0.125390348156954
5,12,1,2,7,0.248043159031253
5,12,2,1,7,0.404148225721614
5,12,2,2,7,0.0693869978063007
5,13,1,1,7,0.226258166946408
5,13,1,2,7,0.192406008848554
5,13,2,1,7,0.0385641733755902
5,13,2,2,7,0.282741601253593
5,14,1,1,7,0.204393834814557
5,14,1,2,7,0.403065634799265
5,14,2,1,7,0.252641545093732
5,14,2,2,7,0.266986695004549
5,15,1,1,7,0.219523212430424
5,15,1,2,7,0.225840890731619
5,15,2,1,7,0.319468564500012
5,15,2,2,7,0.170407982682888
5,16,1,1,7,0.106889748149121
5,16,1,2,7,0.157131411581554
5,16,2,1,7,0.26404050535239
5,16,2,2,7,0.0399420679621814
5,17,1,1,7,0.159614000256983
5,17,1,2,7,0.105214253782722
5,17,2,1,7,0.235925440243482
5,17,2,2,7,0.1521675091848
5,18,1,1,7,0.0482800554750882
5,18,1,2,7,0.0371674666725608
5,18,2,1,7,0.0771334715001569
5,18,2,2,7,0.332761812204949
5,19,1,1,7,0.079642310298907
5,19,1,2,7,0.0533869641133969
5,19,2,1,7,0.0954273562813866
